X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
0.74,586.5663941261938,338.79797802664433,220.5286641196883,3.5,3,0.25,0,16.69,21.69
0.86,659.6638550483475,386.4914766067025,194.465964946196,7.0,4,0.0,0,21.49,29.63
0.64,666.0922722197121,365.3712604357525,168.98299017864935,3.5,5,0.1,0,18.15,25.2
0.76,681.9232005486369,364.8026667047183,220.72510143001645,3.5,2,0.25,0,14.02,23.9
0.9,698.8467261822655,389.7280684589661,123.79617672932082,3.5,2,0.1,0,6.01,15.75
0.62,635.3213450254013,413.88166391927706,120.46533268649046,7.0,2,0.25,1,43.0,43.02
0.62,515.7978678074011,293.86289930670966,194.47001610248773,3.5,4,0.4,1,29.32,36.72
0.62,733.6654822291937,319.51024714664237,147.53256746089727,3.5,4,0.25,1,16.38,25.7
0.94,624.3514189469727,371.2123144040524,146.0853966898264,7.0,5,0.1,5,17.06,26.09
0.82,613.2730421476039,248.54013610643352,197.57308005396783,7.0,4,0.4,4,22.97,29.83
0.66,591.0985572298307,369.61360439730754,223.47953028013714,7.0,4,0.4,3,43.1,46.26
0.94,785.5786794943867,245.91688769137446,169.9737512234647,7.0,4,0.4,0,10.75,17.88
0.9,646.098196760306,418.50339254341753,123.74814283023895,7.0,2,0.25,4,26.26,30.43
0.94,679.8426562570289,371.42245256863004,195.023240357474,3.5,4,0.0,0,6.01,10.9
0.71,638.5529562943635,365.1206239644986,198.12162737251077,3.5,4,0.1,2,16.56,22.06
0.64,813.2128427426809,418.8313681452666,108.16941654354478,3.5,3,0.25,1,19.33,26.68
0.74,737.7168978447238,395.9595820119964,197.45433148879604,3.5,3,0.0,0,8.94,20.74
0.94,615.5701282362924,417.83517843560315,221.8311679338884,7.0,5,0.0,0,18.68,25.66
0.74,661.1680619120501,342.00208804494713,196.98308424175463,7.0,5,0.1,1,27.1,36.68
0.94,713.853704729751,415.3732207142947,196.67011605816825,3.5,2,0.1,4,6.01,12.33
0.9,591.062343970068,350.3483793968743,193.64739348615348,3.5,2,0.25,3,7.97,16.58
0.98,640.1103499515302,420.23679995860624,173.642822603775,7.0,2,0.0,0,16.81,21.03
0.68,580.6248140082994,291.4831762437591,111.06733056674433,7.0,5,0.25,2,35.18,41.43
0.71,771.4142842895187,265.4266273142264,171.25807637922657,7.0,2,0.1,2,22.89,31.33
0.82,684.2253127428386,294.004138953024,107.69645409573782,3.5,4,0.0,0,6.01,13.23
0.66,520.6543725657737,397.05504283612555,171.6861597450789,3.5,2,0.1,5,25.91,32.02
0.62,683.9964534625847,296.539554275182,221.49953287699205,7.0,3,0.1,2,32.97,38.94
0.64,639.2230968620071,370.62272805091834,121.66136890933656,3.5,3,0.4,4,27.79,31.44
0.68,611.7549740031807,392.9958276700006,197.59835763981079,3.5,4,0.4,2,25.43,33.46
0.86,584.9839605194119,243.0904228304732,112.63499311806294,7.0,3,0.4,3,24.29,31.49
0.66,785.5422505416576,268.9696775106527,217.4027634022725,7.0,3,0.4,3,32.18,33.19
0.71,734.6911790006993,417.6883245542582,144.59359828922172,7.0,5,0.4,1,35.07,40.36
0.68,630.5194166787505,268.3617865030425,221.1641304983288,3.5,5,0.25,5,15.12,24.24
0.98,644.5600800000286,415.9023238159166,220.7328764813268,3.5,4,0.25,1,6.01,11.27
0.86,551.8902179132909,294.5218834490571,108.17185286721644,7.0,5,0.1,2,18.97,32.4
0.86,814.7344585776736,391.8139879719019,109.70375529518617,3.5,4,0.4,2,7.89,15.19
0.62,516.2247250077314,348.1873443042086,171.6485584881657,7.0,3,0.25,5,43.1,46.12
0.86,785.0838778188131,315.20809241710145,194.18269940851712,3.5,3,0.1,5,6.01,11.63
0.76,719.8651031178773,366.4499446362266,145.00790042799645,7.0,4,0.4,2,32.89,35.95
0.71,606.9885392508179,369.54407853132886,195.2787041758676,7.0,5,0.0,0,31.37,39.35
0.62,620.807205068642,316.58807675891364,111.16677340710297,3.5,4,0.0,0,17.58,24.37
0.64,780.7190202255578,291.8013213428183,191.52353753335007,3.5,2,0.4,1,14.44,25.07
0.76,571.5589529565619,342.3507664750222,150.7051294575501,3.5,3,0.0,0,11.94,19.94
0.66,610.6133924494087,324.57742127573374,191.8317741210028,7.0,4,0.0,0,33.65,39.14
0.86,812.286967344887,245.39357027103165,147.17285703415686,7.0,5,0.0,0,6.01,18.64
0.66,793.562047049584,247.59246264041266,123.87101547758041,3.5,5,0.1,5,10.38,17.74
0.86,520.9793589093151,288.9795456009717,194.6866304197798,3.5,3,0.25,2,11.68,20.93
0.74,584.9555803109483,364.74954647477847,196.66268329355867,7.0,2,0.25,3,35.95,41.68
0.76,813.6918882738257,365.5073274559403,222.2631994919564,7.0,5,0.25,3,23.92,30.38
0.82,517.7023989760041,317.92849068200655,144.80919819398153,7.0,2,0.0,0,24.92,32.28
0.82,763.125997363366,291.1532504375255,125.99472639583112,3.5,4,0.1,3,6.01,12.77
0.76,522.8508129367447,292.6925430685013,124.53714660637208,7.0,3,0.0,0,27.34,34.37
0.74,768.0633385641928,270.74519528480795,108.96190796857442,3.5,5,0.0,0,6.01,11.06
0.94,812.7608944240401,273.2543692654428,196.52804016266734,3.5,5,0.25,1,6.01,10.9
0.82,686.4548448838771,293.6318731992128,196.1867447485533,3.5,4,0.0,0,6.01,12.75
0.98,590.1167097430429,324.7422977121176,123.85527937696669,7.0,2,0.0,0,12.56,18.32
0.76,608.1980749461025,243.75918339973506,199.7753753146804,3.5,2,0.0,0,6.01,14.31
0.9,635.7333483442253,294.4399238528924,195.02321653836594,3.5,2,0.1,1,6.01,11.03
0.74,586.5464462832339,366.59465583885077,219.96857232477709,3.5,4,0.0,0,11.45,21.58
0.66,810.1803558396283,275.3715236009189,193.81288570822352,3.5,5,0.1,1,6.7,18.62
0.76,807.4436237242485,396.6507490183165,171.63940462946366,3.5,2,0.25,2,11.54,17.96
0.9,810.6274496662012,248.59174077093567,146.8718779229322,7.0,2,0.1,1,7.12,14.88
0.68,711.9995371918363,292.6852226478643,194.92368199758656,7.0,4,0.25,5,30.08,35.33
0.64,710.2485851281875,390.0826294325841,120.20074160209838,7.0,3,0.1,1,33.29,38.75
0.76,626.4207921738339,371.1015949754216,220.78071973969608,7.0,5,0.0,0,26.55,34.52
0.64,701.8901351793364,270.5869553762067,172.17586744126933,3.5,4,0.1,2,13.08,23.57
0.68,519.9236307108747,246.35483204817876,219.76892543248366,3.5,3,0.0,0,15.86,21.94
0.94,783.1089025980738,265.4072567343463,108.32304492452961,7.0,4,0.0,0,6.01,14.15
0.76,729.8571173724694,319.06041317743296,108.13981898335024,7.0,3,0.1,0,20.74,32.29
0.86,740.2435356320829,274.4662213392649,121.75267584347166,7.0,3,0.4,0,18.28,26.38
0.94,513.96889253079,292.92370219171454,122.3369543463613,7.0,3,0.0,0,14.85,25.9
0.9,813.2910245864712,361.6006821925919,122.61554872802702,3.5,4,0.4,5,6.01,11.12
0.62,708.9554623419712,318.168003894328,194.20671554536958,3.5,5,0.0,0,10.69,22.6
0.66,615.0085949651385,348.52870914491393,121.16199075424036,3.5,5,0.0,0,15.7,24.3
0.68,560.0269981541843,367.2652842229702,220.32175374093353,7.0,3,0.0,0,35.73,39.42
0.94,664.11697508451,317.52323792854065,173.2248668191107,3.5,2,0.4,0,6.01,11.45
0.71,613.0512955874445,389.6594026126476,125.16114980807808,7.0,2,0.4,1,39.72,43.35
0.76,616.9647693505439,348.48886060514826,143.63059861202834,7.0,5,0.4,0,31.54,42.77
0.76,637.0546224278678,394.78413521301707,197.08565670254134,7.0,4,0.1,1,29.6,33.79
0.94,811.262836953285,339.6758228856489,123.42051172702025,7.0,5,0.25,1,12.98,20.42
0.94,586.6427213227396,315.48119193702354,195.3120478571324,7.0,5,0.1,0,17.53,25.66
0.9,631.175945303307,246.82729581932816,170.18570033842286,7.0,3,0.4,1,19.98,24.95
0.86,816.9678323476414,266.28744274394666,175.32283817427944,7.0,5,0.1,2,11.41,21.11
0.64,802.6624982032648,392.96465153914244,192.66280148224362,7.0,3,0.4,5,39.39,43.4
0.68,657.83421901445,362.723569416617,197.74835383447666,7.0,5,0.1,5,32.74,38.11
0.68,643.0630411871023,397.20449567368166,218.69077125001246,3.5,4,0.1,4,21.47,25.58
0.98,512.6099605049089,244.74981913661335,189.62437704791972,3.5,4,0.4,2,6.01,12.02
0.71,581.5124518000888,365.2264314119824,222.8403974183932,3.5,5,0.25,4,22.14,26.77
0.86,661.6501573958204,264.8155203326744,113.25683965685799,7.0,4,0.0,0,12.8,22.81
0.94,685.8424383778848,343.82422570823906,223.0539307721764,7.0,2,0.25,0,16.74,27.54
0.74,705.7724656002863,340.04132654115244,174.3371133727837,3.5,2,0.25,3,14.82,23.17
0.86,685.9994042572046,370.75002131373395,144.6362517491584,7.0,2,0.1,3,21.31,31.68
0.74,778.9262025340707,294.84033078313973,119.49355613117427,7.0,4,0.1,2,21.87,28.09
0.82,584.2464898648185,293.8657190771635,123.26039673830678,7.0,4,0.25,5,26.98,31.92
0.9,803.1030377145032,245.11577558819684,172.32236431916857,7.0,4,0.4,2,14.12,23.34
0.98,784.234502828451,345.0909565670292,111.50366731405626,3.5,3,0.1,2,6.01,10.9
0.76,552.965748043211,313.0192143605665,112.13713376380149,7.0,2,0.25,0,30.31,37.71
0.98,516.0404283037957,367.40884353147004,125.52668900427894,7.0,5,0.1,5,21.98,23.7
0.76,655.5322886278249,252.33374825774752,194.91543532447469,7.0,3,0.25,3,24.56,31.72
0.98,564.0426063803618,366.2464850276359,120.96137995101613,7.0,2,0.4,2,23.01,30.24
0.94,774.7011022351454,415.63711400009447,173.10783866176143,3.5,5,0.25,2,6.01,10.9
0.62,692.012388738265,368.45144095413144,225.0428994908456,7.0,5,0.1,1,34.93,41.57
0.62,759.0057739938035,270.80792616850016,215.43550782956063,3.5,3,0.0,0,10.44,21.68
0.76,736.8025760747225,338.5810408367747,119.97062713648788,7.0,3,0.25,2,28.17,35.82
0.9,513.1947690405992,319.4775225564438,112.66669563514712,7.0,2,0.4,5,26.2,31.92
0.71,688.8117201961709,390.83659967340117,171.03313440271222,3.5,2,0.1,4,15.92,24.27
0.71,761.6356686434383,338.36686793995483,122.76454558099485,3.5,4,0.0,0,6.2,18.66
0.66,666.6512010643514,341.9991263446179,146.31223561037467,7.0,5,0.25,3,36.8,42.81
0.66,748.7536151526866,316.9549751709329,219.85528289830953,7.0,2,0.1,0,27.18,35.41
0.94,708.2272614062828,317.8440401676949,106.97479016508666,3.5,4,0.25,5,6.01,10.9
0.64,784.6551038103935,370.4105904800559,107.84012879754393,7.0,4,0.4,2,36.24,44.25
0.68,803.4470089003554,267.9543448185753,147.10463709564496,7.0,5,0.25,5,26.82,31.34
0.68,661.3134379587668,271.36224266583827,198.08037712958551,7.0,4,0.25,3,31.27,36.93
0.86,688.5135744588663,366.45511963925566,194.99643161437695,3.5,4,0.25,5,6.66,17.5
0.64,805.8319984678042,394.8149471478935,108.40750977711419,3.5,5,0.25,3,17.78,26.9
0.66,699.4497860535491,395.31221182784617,169.56867039295358,7.0,5,0.4,5,43.02,46.88
0.94,778.1562948575344,393.95636561436663,122.76467565470674,3.5,4,0.0,0,6.01,10.9
0.94,811.8947349388112,413.81279295318774,149.40934887998742,7.0,4,0.1,2,11.64,22.92
0.71,768.3932756326913,415.4635645683963,176.38300868433893,3.5,3,0.0,0,11.01,19.76
0.64,730.9471764518731,288.7917127242045,109.62061821260323,3.5,3,0.1,2,12.89,21.75
0.82,581.5039181827709,266.83194402076236,198.75656818724534,3.5,3,0.0,0,6.01,15.54
0.86,569.384281218093,246.45356103643405,220.7886869345934,3.5,2,0.1,3,6.01,12.32
0.86,667.8683712395235,348.7611025064328,144.55420996088887,3.5,4,0.1,1,6.01,14.16
0.98,716.6979200322078,390.8113109656947,174.17384087512943,3.5,3,0.4,0,6.01,11.87
0.68,568.4970951633895,393.4390392185299,122.89789939296662,3.5,3,0.0,0,20.44,26.54
0.86,627.9338335699848,315.3241682284124,108.69029410755672,7.0,5,0.25,4,24.92,30.16
0.66,638.9790989054796,391.48484730021136,171.15605678741466,7.0,4,0.0,0,36.1,38.42
0.76,656.5286164415552,292.87510776615665,222.56972771354685,7.0,4,0.4,2,28.55,37.45
0.82,735.2280821466077,316.6160522405521,149.10236756029983,3.5,3,0.0,0,6.01,13.38
0.66,514.3848757277675,414.06396579916264,145.3779982727423,7.0,4,0.1,0,40.57,47.31
0.94,757.3443721521245,270.81023062235045,122.02000356470688,3.5,3,0.0,0,6.01,10.9
0.82,778.7682256331482,269.5873081249751,172.2466971194228,7.0,4,0.1,4,15.28,22.38
0.94,714.2795060829818,293.57356038917834,147.6773746358434,3.5,2,0.0,0,6.01,10.9
0.82,664.2668178438631,366.3977682396156,196.1463939820034,3.5,5,0.1,3,8.09,17.98
0.9,634.5952126479194,246.8092840548465,108.54892944250591,3.5,4,0.0,0,6.01,10.9
0.66,611.7476780008847,369.5029823779408,194.43808961626812,7.0,3,0.1,5,36.77,41.16
0.94,562.4583042296722,320.7772711861652,218.42382299236743,3.5,2,0.0,0,6.01,10.9
0.64,802.0661935267364,269.8240022318409,219.4783743484608,7.0,2,0.0,0,22.43,31.06
0.86,709.9683149873434,362.58591282769197,192.42724906929064,7.0,4,0.0,0,17.1,27.31
0.62,775.723155592971,268.64348890908667,167.46302427122274,7.0,2,0.25,0,29.95,38.11
0.66,734.3897143393937,341.8882517127976,107.55390577611966,7.0,2,0.25,3,31.22,39.36
0.64,690.146903967946,247.70173345457965,120.65242712761408,3.5,5,0.4,3,19.93,25.98
0.94,514.2464539006726,320.8119160368504,169.85908430088867,7.0,3,0.4,1,25.22,30.92
0.64,658.0387483536705,386.09323057275174,198.27683104131142,3.5,3,0.25,5,24.84,30.23
0.66,693.5210714141496,418.1918024593215,216.78254525781267,7.0,3,0.0,0,32.66,40.8
0.64,785.2771692228603,239.85037433544065,147.6228963116494,7.0,4,0.1,3,24.41,30.84
0.82,682.0507628047537,291.9674487843486,171.27802605645653,3.5,3,0.1,4,6.01,13.69
0.64,509.2183600034713,364.32448883701255,108.28241216461835,3.5,5,0.1,2,26.96,31.46
0.71,630.546055669247,417.0215969110678,122.01866965093957,7.0,5,0.0,0,32.17,40.4
0.62,735.4357697019109,276.96838324378206,224.7730414905802,7.0,3,0.1,4,28.49,38.5
0.74,733.9960250156569,316.1228933155871,123.17810890226596,7.0,4,0.1,5,23.92,31.58
0.9,690.5077562828739,395.180443115608,146.20020187573772,3.5,3,0.25,5,7.39,18.0
0.66,685.3601268223574,346.54567327887986,111.2118161854978,3.5,2,0.1,3,15.16,26.58
0.76,765.68826878756,368.6393029081227,170.94376153937753,3.5,4,0.1,2,7.52,19.25
0.86,792.3695079437103,318.05017784276265,119.63369637095057,7.0,3,0.25,3,13.79,26.27
0.86,682.3929182512705,269.0565804893586,111.15155250730153,7.0,4,0.0,0,13.78,21.7
0.82,709.5230482441149,244.97886504355833,220.06878084286396,7.0,2,0.4,0,21.45,27.78
0.82,761.0976233539147,396.96085180547686,199.0905143395095,7.0,3,0.4,3,30.58,33.68
0.86,517.4785112508775,344.14373279943425,171.22814542028846,7.0,5,0.25,2,28.71,34.17
0.94,812.2195083844015,316.0018843441836,118.81241283303851,7.0,2,0.1,4,7.02,15.56
0.98,516.9153167963066,413.8501784798942,118.68399572575339,3.5,5,0.4,3,12.33,20.1
0.68,708.8367140971841,248.28109292207432,113.58813905165266,7.0,5,0.0,0,21.4,34.45
0.68,682.608466337424,243.9772498817242,220.00534453384435,3.5,2,0.1,0,7.82,19.04
0.68,608.0792076002812,310.7347501033874,126.21100662958852,7.0,3,0.1,3,32.86,37.99
0.68,708.8180652729443,269.4086790054917,195.79515646796605,3.5,2,0.1,3,11.52,20.36
0.66,690.4375198370703,320.78253996293444,216.7791040001514,3.5,3,0.1,4,16.68,25.03
0.71,585.2519770766759,419.7437504136058,220.3254879736341,7.0,4,0.0,0,34.22,39.77
0.94,635.6000334906277,265.6629077913406,196.6289589449668,3.5,4,0.0,0,6.01,10.9
0.82,627.8280434685971,248.35050132658986,196.3728323394881,3.5,4,0.1,5,6.01,14.71
0.76,561.6646479700917,291.88553348700606,114.28055022092128,3.5,3,0.1,4,14.4,21.25
0.71,588.433488497072,270.5969457599677,219.2479977477224,7.0,2,0.25,2,33.75,40.33
0.86,553.2101662330163,344.06865012944337,172.6062983127584,7.0,5,0.0,0,21.19,29.88
0.74,551.3847675049923,341.94512449641724,221.09085962344355,3.5,5,0.4,0,23.29,26.95
0.74,812.7480973372535,366.168424948652,122.77659623359982,7.0,5,0.25,1,25.07,31.44
0.74,643.2834290295106,244.70009066054928,143.80872647822062,7.0,5,0.4,0,30.51,35.37
0.9,787.588967475619,267.89373436799997,120.53001374836597,7.0,2,0.4,5,15.8,26.1
0.76,706.5569265111868,243.55749863146406,111.64233599431857,3.5,3,0.4,2,9.58,20.11
0.64,714.9612485787682,343.815387055397,122.87202675639818,3.5,4,0.0,0,15.19,21.31
0.66,568.476056112387,340.2464427043122,145.7089761478212,7.0,5,0.0,0,33.84,38.76
0.86,711.4153011018643,265.6926998358908,220.1346759202726,3.5,3,0.4,2,6.01,14.38
0.64,781.9215589985522,318.18697162103933,221.28661410001064,7.0,3,0.25,4,33.19,37.54
0.98,693.3109796935881,417.5959072935436,193.25726626363524,7.0,2,0.0,0,12.32,21.21
0.9,706.6624417661628,389.1039183668594,150.35715190634818,3.5,4,0.4,3,8.32,19.39
0.94,806.2702814306942,343.33942137115906,193.65346088799214,3.5,4,0.4,4,6.01,10.9
0.68,708.6918373819142,414.48965091147153,173.48867215975585,7.0,3,0.0,0,27.78,37.93
0.68,656.9536994838357,270.3716327784392,220.03634766151504,3.5,5,0.1,5,11.87,21.27
0.71,510.03572679561137,395.0530592382091,148.54050089594213,7.0,4,0.0,0,34.96,39.65
0.66,656.5979629510098,315.2319500102435,122.2348686453102,3.5,5,0.1,3,15.98,26.38
0.71,570.1419527270591,297.4380904324262,169.9452570303082,3.5,2,0.25,4,18.07,24.2
0.98,611.2865062608736,386.32996948645115,122.946175120761,7.0,4,0.1,0,17.11,26.17
0.68,511.4917379890928,294.40841322039387,117.2586580806379,3.5,5,0.4,5,26.35,30.75
0.82,593.7961707514211,245.14121506042366,172.61115121628208,3.5,4,0.25,3,6.01,16.52
0.68,589.6120799135556,369.8730895798737,123.32279175431673,3.5,5,0.0,0,18.38,26.08
0.9,683.2781820924545,345.79402276954903,112.54235652140972,7.0,2,0.1,5,17.52,25.04
0.68,584.3947498523851,342.4114355624426,121.15771278647375,3.5,4,0.1,1,18.31,25.94
0.9,755.6422745652426,412.4173925336011,144.8677334570534,3.5,4,0.1,4,6.01,11.86
0.62,637.3593208222917,269.20650756370014,193.78411665817,7.0,3,0.25,2,36.42,41.69
0.94,518.981419800653,392.0635044332446,123.8576877410524,7.0,5,0.1,3,23.3,27.4
0.98,635.1436264369287,410.2245488515695,109.61542286867235,3.5,4,0.4,0,6.01,15.48
0.66,737.4703195948777,383.43612001128685,170.3384637864991,3.5,5,0.25,5,19.89,28.16
0.76,725.7033161416997,246.76737184300254,220.83711660259607,3.5,3,0.1,2,6.01,13.84
0.64,608.535262513342,271.56239586930843,195.84722072746632,7.0,3,0.0,0,30.13,37.62
0.98,563.5427804041218,245.93360394187647,110.94040355445894,3.5,4,0.4,3,6.01,10.9
0.94,594.3188342302774,340.0107520505011,108.61543249993385,3.5,4,0.4,5,9.48,16.45
0.94,801.7828651643915,272.07081791115434,123.21011255647784,7.0,5,0.1,5,6.01,19.32
0.98,664.1858025073047,240.2872158286347,221.01486015211603,7.0,2,0.1,3,6.16,18.71
0.86,810.9804424814628,317.4870478112206,170.79910903152756,3.5,3,0.25,3,6.01,11.28
0.76,735.425610286489,274.28486035421594,126.92178198560157,3.5,5,0.25,5,8.75,17.04
0.64,649.5315792413294,274.02739304021367,221.71121246526263,7.0,5,0.25,5,34.9,42.23
0.66,594.0330407743196,411.6684964302311,121.7355455228677,3.5,5,0.1,2,22.63,32.32
0.94,584.4075974012005,343.8809463215892,146.86554087569803,3.5,4,0.4,0,8.94,14.85
0.66,718.1646668526778,318.5981232688063,219.68138305180855,3.5,5,0.4,0,20.44,26.93
0.86,610.8172370506092,273.16084868925316,120.34664174505798,7.0,4,0.25,2,21.04,26.37
0.82,640.4068116328765,315.0389231559804,196.84421718697982,3.5,4,0.25,4,11.83,20.93
0.71,711.2367563657162,270.4727763881056,151.55648614116456,3.5,4,0.0,0,6.01,15.39
0.68,734.6142367569595,316.5767712036778,107.78245431688889,3.5,4,0.1,5,12.47,21.93
0.68,733.5009327151566,395.1053867485302,196.891129162555,3.5,5,0.0,0,15.2,18.46
0.76,560.1375720199683,368.1698125077608,147.79239880076835,7.0,4,0.4,3,36.01,41.47
0.74,663.6925088478287,303.27792383538804,193.07111553317267,3.5,5,0.25,4,14.71,22.01
0.68,703.6045380346019,346.2132492421841,146.42154464369258,3.5,2,0.25,5,16.63,27.14
0.71,757.4380780259984,417.22302063004463,194.9345490035662,7.0,2,0.1,2,28.04,32.8
0.82,603.8029901403163,266.34255976901073,147.5451382344072,3.5,2,0.25,2,7.65,14.71
0.62,736.323069220341,292.3754729986613,146.8567062283767,7.0,3,0.1,3,31.89,37.62
0.86,570.8999320659033,391.4318226724679,121.11136237912234,3.5,2,0.25,5,12.42,22.84
0.71,762.1525128708397,366.48186898110566,195.70412139618483,7.0,4,0.25,0,29.36,36.85
0.64,661.5379696768906,372.68663966219003,145.53085322685484,3.5,5,0.1,4,18.27,28.64
0.71,703.750069767425,325.89263732299764,123.15352895532301,3.5,2,0.4,0,17.16,24.19
0.74,610.0413107560464,366.0433978840815,110.44147166773313,7.0,2,0.0,0,27.76,32.77
0.94,712.2051925525377,346.565790469261,199.69872428277276,3.5,3,0.25,1,6.01,10.9
0.64,738.1385237874085,396.0767045442186,118.21191974865066,3.5,4,0.1,4,19.01,27.83
0.9,756.0060619073628,271.41315849154574,172.3998004588188,3.5,2,0.0,0,6.01,10.9
0.86,583.7742302078692,369.16016694922325,171.4539550831292,7.0,4,0.1,2,23.72,32.45
0.66,657.6751412331071,393.41558701409303,145.23406920310646,3.5,4,0.1,2,17.99,26.77
0.62,761.9439665776332,412.4528620434912,175.32332481256208,7.0,5,0.0,0,33.09,37.95
0.74,609.5466271905757,246.60110960290592,152.38475717529394,3.5,2,0.4,2,15.79,21.53
0.68,643.7332171571724,363.71636444444306,124.86025634748306,3.5,4,0.25,4,22.73,27.71
0.98,585.2450909823087,239.45088756298412,120.74167396875734,7.0,5,0.1,5,9.73,21.11
0.68,564.5834155948214,342.0899497975686,125.54705062445808,3.5,3,0.25,3,21.51,30.8
0.9,755.6328125406617,294.39655940854465,110.02056575175084,3.5,2,0.4,3,6.01,12.63
0.64,739.3641217550281,340.10152982988876,195.2205662196132,3.5,5,0.25,2,16.14,24.37
0.9,670.0952030642092,345.4564113272118,171.8159152055619,7.0,5,0.0,0,16.72,22.76
0.68,637.4889915670135,342.547949324133,220.64723301925738,3.5,3,0.1,3,17.09,23.8
0.86,762.5921815529938,269.58423632214397,110.45845587825681,3.5,2,0.25,3,6.01,11.77
0.64,562.6596626139285,263.6970797276672,171.83421400628046,3.5,2,0.1,4,19.25,24.54
0.74,686.0004951092591,293.97566039516477,220.81617845064636,7.0,2,0.1,2,25.49,31.61
0.98,509.6133122039064,272.00890540201516,123.26233541498121,7.0,3,0.4,5,20.44,27.41
0.94,799.8673949406829,363.73962716032463,110.29490082455533,3.5,5,0.4,0,6.01,12.58
0.82,582.1439191331136,423.0718231160316,122.46677931534818,3.5,2,0.25,4,17.57,22.98
0.76,689.8589808861783,268.02933522395415,120.37013342168372,7.0,2,0.0,0,21.29,30.23
0.98,511.233520110703,269.68077303199743,122.63907821778622,7.0,2,0.0,0,14.29,22.57
0.64,662.1430872520249,271.4119740490692,174.73260008544383,7.0,2,0.25,5,35.0,39.58
0.74,661.7278194057095,295.87022141483976,218.35007074454836,3.5,5,0.1,0,9.3,17.22
0.71,696.5355926160302,293.8633591296396,108.95915099201089,3.5,3,0.25,1,13.58,17.53
0.9,708.5847791813777,419.13954822855845,109.14400113430517,3.5,5,0.4,4,12.27,18.91
0.98,563.3991167414937,317.8060971712109,194.84716084733031,7.0,5,0.4,2,21.11,27.93
0.9,585.9644651562292,392.36035664922537,122.09235374975886,3.5,5,0.4,2,13.98,22.04
0.9,590.634489618329,271.03047240674556,112.79514032585713,3.5,4,0.1,1,6.01,12.24
0.71,735.3192658251411,315.08485583433276,171.9757963776043,3.5,5,0.1,3,9.32,20.0
0.64,707.7617094731431,368.728908356052,110.96394551853385,3.5,4,0.0,0,18.32,25.89
0.71,591.6141344749276,392.33539747461015,191.9339985286599,3.5,2,0.1,3,22.16,26.55
0.9,671.4842510934443,246.22018240838335,145.0762302755881,3.5,2,0.25,3,6.01,10.9
0.66,810.8731672700709,396.4014880089538,197.2324515575871,3.5,5,0.4,5,21.12,27.62
0.68,814.0508697046905,415.75463123333446,194.34696965750788,7.0,4,0.0,0,27.4,34.05
0.86,707.8262166457783,343.88491436712644,173.86850683206293,7.0,2,0.25,4,21.15,30.34
0.82,558.668079653659,241.07718655795895,192.34088990713508,7.0,4,0.4,2,28.28,32.52
0.76,637.0759147127021,242.07558027223146,196.04571501969025,3.5,3,0.1,4,8.23,18.09
0.76,708.86131424866,341.2958311370156,112.40036079394746,3.5,5,0.1,0,8.11,14.75
0.62,591.6547948818811,341.0480205178948,121.03346263239165,7.0,5,0.0,0,35.39,41.92
0.62,684.4469654255022,415.1326370638522,221.840697405804,7.0,4,0.0,0,34.32,43.58
0.62,726.0413529008307,244.9404168565763,122.94871111548626,7.0,4,0.4,5,34.39,41.72
0.71,656.692510008143,341.9346350335285,221.32964896407174,3.5,3,0.25,1,15.34,24.13
0.9,506.5840633551515,269.84342787938647,199.1468242950517,3.5,5,0.4,1,10.62,13.42
0.82,610.3808228905032,366.3649443522007,196.29063611065146,7.0,4,0.25,2,29.58,35.92
0.68,687.0848639501844,291.1574565790458,196.56986613936962,3.5,3,0.4,1,17.83,27.8
0.74,570.07735522685,370.99911163700773,148.06195132392818,7.0,5,0.1,2,32.27,39.05
0.64,688.5953111180246,291.0675760891838,196.08514068275807,3.5,4,0.0,0,14.48,22.89
0.66,666.2440654823581,341.5726136679853,120.84777601657092,3.5,2,0.0,0,14.36,20.65
0.86,732.3287986401854,294.4527328908752,122.86909060467869,7.0,3,0.25,4,19.59,25.99
0.98,807.3092353247807,369.2523944544564,148.22773269228156,7.0,3,0.25,1,10.51,21.76
0.9,578.0720184204899,317.97328731657024,123.168920128194,7.0,4,0.4,4,26.96,31.63
0.82,683.4541611503752,388.91778934542197,121.75346350811738,3.5,4,0.4,3,14.07,23.84
0.71,563.7436957701439,360.82794053291616,171.5008359275563,3.5,3,0.1,3,18.95,25.43
0.82,582.9717700680402,392.2937412128259,120.7019748892314,3.5,5,0.25,1,14.71,22.08
0.86,613.104309395132,389.39362475852147,146.89787866977002,3.5,4,0.25,3,11.57,21.19
0.62,761.8567624541387,293.44839210055017,110.62646654540227,7.0,4,0.4,1,35.74,40.25
0.94,574.527647841327,395.59801034278473,198.79706054941434,7.0,5,0.25,4,26.49,33.13
0.94,614.3268546110766,241.64002570918515,109.9027419335247,7.0,5,0.0,0,8.78,18.55
0.76,593.0508122676358,363.86795104257936,124.56761075201725,7.0,4,0.25,2,32.52,37.88
0.74,643.5435833946115,297.2613070860472,110.88048985314171,3.5,3,0.4,5,16.33,22.74
0.98,517.3242117930006,347.9073934184074,196.16821297577698,3.5,2,0.0,0,6.01,10.9
0.82,755.6635231273971,244.6555932537228,172.63354345236837,7.0,2,0.0,0,12.23,26.49
0.9,684.8547322168395,364.4941294299125,172.0780249110647,3.5,2,0.4,5,9.6,16.37
